,Sex,Education,Marital Status,Age,Credit Limit,Payment Score,Avg Outstanding,Avg Paid,PaySep,PayAug,PayJul,PayJun,PayMay,PayApr,Outstanding/Sept05,Outstanding/Aug05,Outstanding/Jul05,Outstanding/Jun05,Outstanding/May05,Outstanding/Apr05,Paid/Sept05,Paid/Aug05,Paid/Jul05,Paid/Jun05,Paid/May05,Paid/Apr05
4798,M,BSc,Married,38,100000,0.8333333333333334,3102.3333333333335,1573.3333333333333,0,0,0,3,1,1,7798,864,3302,2430,805,3415,864,2438,821,1,3110,2206
4799,M,BSc,Single,35,490000,1.6666666666666667,310983.1666666667,8486.166666666666,3,3,1,1,1,1,427020,370428,337432,286247,256618,188154,0,13932,11771,10187,8013,7014
4800,M,BSc,Married,37,70000,3.0,63094.166666666664,2151.3333333333335,3,3,3,3,3,3,60514,61923,62740,63090,64470,65828,3000,2400,2000,3000,2508,0
4801,M,MSc or PHd,Single,34,100000,2.3333333333333335,24666.166666666668,2016.6666666666667,1,1,3,3,3,3,18185,24932,24246,26839,26109,27686,7100,0,3000,0,2000,0
4802,M,BSc,Single,38,160000,3.6666666666666665,100194.33333333333,2504.5,5,4,3,3,4,3,99340,96860,99911,103928,101540,99587,0,5500,6700,0,27,2800
4803,M,MSc or PHd,Single,34,220000,1.6666666666666667,135388.83333333334,4738.333333333333,1,1,3,3,1,1,170352,182711,183825,142216,118269,14960,15206,6000,0,5193,546,1485
4804,M,BSc,Married,36,80000,1.0,78939.16666666667,3085.6666666666665,1,1,1,1,1,1,77870,79472,81757,77200,77669,79667,2900,3900,2750,2800,3200,2964
4805,M,BSc,Married,37,320000,1.0,313986.0,10784.333333333334,1,1,1,1,1,1,367670,374631,348144,311004,254598,227869,13200,13006,11500,9000,10000,8000
4806,M,MSc or PHd,Married,46,230000,2.8333333333333335,197147.0,6437.0,2,3,3,3,3,3,189724,193112,197039,200300,203018,199689,8000,8500,8000,7500,0,6622
4807,M,BSc,Married,34,260000,1.0,116496.16666666667,3905.0,1,1,1,1,1,1,186189,176135,130369,68014,68529,69741,6203,5704,2411,2412,3100,3600
4808,M,BSc,Single,40,200000,1.8333333333333333,162417.33333333334,4705.833333333333,2,3,3,1,1,1,193773,196323,181932,132127,132245,138104,7350,261,6206,5006,9406,6
4809,M,BSc,Married,45,30000,2.5,12420.666666666666,692.5,4,3,3,3,1,1,12751,12256,15002,13914,11093,9508,0,2955,0,436,423,341
4810,M,BSc,Married,39,30000,1.6666666666666667,21474.166666666668,1477.5,3,1,1,1,1,3,18557,19643,20721,21867,24291,23766,1700,1700,1800,3100,0,565
4811,M,MSc or PHd,Married,36,20000,1.0,16002.833333333334,852.1666666666666,1,1,1,1,1,1,18958,19427,19021,19449,19162,0,1500,2000,1200,413,0,0
4812,M,BSc,Married,33,20000,1.3333333333333333,14645.5,1066.1666666666667,3,1,1,1,1,1,17999,19090,19472,18629,12683,0,1700,3243,1200,254,0,0
4813,M,BSc,Married,35,320000,1.0,271976.1666666667,10640.5,1,1,1,1,1,1,274599,280021,286011,292636,298492,200098,11500,12000,12873,13020,8800,5650
4814,M,MSc or PHd,Married,44,360000,-1.0,2847.6666666666665,4009.5,-1,-1,-1,-1,-1,-1,188,1610,1088,7870,5988,342,1610,1088,7870,5988,342,7159
4815,M,MSc or PHd,Married,40,160000,1.8333333333333333,3430.1666666666665,1783.3333333333333,1,1,3,3,0,3,4024,6484,3503,-473,3757,3286,3000,0,0,4700,0,3000
4816,M,MSc or PHd,Single,41,100000,1.0,34076.333333333336,1528.3333333333333,1,1,1,1,1,1,31452,32453,33490,34926,35771,36366,1527,1564,2000,1426,1320,1333
4817,M,BSc,Single,38,200000,1.0,180090.5,6872.5,1,1,1,1,1,1,176579,180233,184262,178674,181318,179477,6589,7074,7870,7028,6768,5906
4818,M,High School Diploma,Married,48,220000,0.16666666666666666,3152.8333333333335,1604.6666666666667,-1,-1,0,1,1,1,0,0,2128,4071,5640,7078,0,2128,2000,2000,2000,1500
4819,M,High School Diploma,Single,34,340000,1.0,284018.3333333333,11623.333333333334,1,1,1,1,1,1,334628,328749,285399,248984,251047,255303,16040,14000,11000,9200,10000,9500
4820,M,BSc,Married,36,60000,1.0,34819.166666666664,1481.6666666666667,1,1,1,1,1,1,37129,37593,37841,38634,28811,28907,1602,1989,1782,1169,1196,1152
4821,M,High School Diploma,Married,36,60000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4822,M,BSc,Single,35,30000,1.3333333333333333,15432.5,761.3333333333334,1,1,1,3,3,-1,21708,22583,25067,23237,0,0,1542,3026,0,0,0,0
4823,M,BSc,Married,42,130000,-0.5,-52.0,166.66666666666666,2,-1,-1,-1,-1,-1,-52,-52,-52,-52,-52,-52,0,0,0,0,0,1000
4824,M,MSc or PHd,Married,38,260000,1.1666666666666667,833.3333333333334,0.0,4,3,3,-1,-1,-1,2500,2500,0,0,0,0,0,0,0,0,0,0
4825,M,MSc or PHd,Single,31,150000,2.0,63002.666666666664,4077.5,4,3,3,1,1,0,125086,121521,67164,54078,9778,389,4967,65,1346,5051,8601,4435
4826,M,BSc,Married,45,110000,1.3333333333333333,90794.33333333333,7283.5,1,1,3,1,1,1,112987,110899,111642,109584,50281,49373,7000,4000,2975,22000,1726,6000
4827,M,BSc,Other,49,20000,1.0,17995.666666666668,1277.6666666666667,1,1,1,1,1,1,16336,17354,18376,18253,18458,19197,1294,2316,1256,1000,1000,800
4828,M,BSc,Single,36,50000,2.8333333333333335,21093.166666666668,1171.8333333333333,2,3,3,3,3,3,19649,20526,19909,22096,22438,21941,1500,0,2531,1000,0,2000
4829,M,BSc,Married,39,130000,1.0,99439.33333333333,4014.8333333333335,1,1,1,1,1,1,103566,105797,102729,104761,87660,92123,3969,3823,3836,3345,9116,0
4830,M,BSc,Married,38,20000,1.3333333333333333,7899.333333333333,879.1666666666666,1,1,1,1,1,3,5705,6715,7736,8745,9394,9101,1266,1287,1296,945,0,481
4831,M,BSc,Single,31,130000,3.5,275.0,166.66666666666666,4,3,3,4,4,3,300,300,300,300,300,150,0,0,0,0,0,1000
4832,M,MSc or PHd,Married,43,490000,0.3333333333333333,2054.1666666666665,1921.3333333333333,3,0,0,-1,0,0,3956,3081,0,0,2236,3052,3081,0,0,2236,3052,3159
4833,M,MSc or PHd,Married,44,70000,2.1666666666666665,11531.166666666666,1019.3333333333334,2,3,3,3,1,1,14960,11080,12695,11482,8896,10074,0,3116,0,1000,2000,0
4834,M,BSc,Single,36,140000,1.0,117365.66666666667,4119.0,1,1,1,1,1,1,123474,125565,120847,121040,107310,105958,4409,4505,4100,3800,4000,3900
4835,M,BSc,Single,37,50000,2.3333333333333335,72223.33333333333,3983.3333333333335,3,3,3,3,1,1,72034,75711,75322,71640,71114,67519,7300,3200,0,3000,5400,5000
4836,M,MSc or PHd,Single,38,80000,2.8333333333333335,69591.0,2400.0,2,3,3,3,3,3,67046,68439,69258,70526,71774,70503,3100,2500,3000,3000,0,2800
4837,M,MSc or PHd,Married,49,180000,0.6666666666666666,488.0,288.8333333333333,0,0,3,3,-1,-1,1092,1733,1405,-434,-434,-434,1733,0,0,0,0,0
4838,M,MSc or PHd,Single,36,150000,1.0,14660.5,846.1666666666666,3,3,3,-1,-1,-1,167094,86193,-25443,-46627,-46627,-46627,5068,9,0,0,0,0
4839,M,High School Diploma,Married,45,80000,1.3333333333333333,11101.833333333334,1200.0,1,1,3,1,1,1,8133,10978,10511,11529,12332,13128,3000,0,1200,1000,1000,1000
4840,M,BSc,Single,37,100000,3.0,28182.5,1680.8333333333333,3,3,3,3,3,3,24927,27689,26960,29504,30020,29995,3185,0,3000,1300,600,2000
4841,M,High School Diploma,Married,56,40000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4842,M,BSc,Married,50,50000,1.0,18694.5,972.6666666666666,1,1,1,1,1,1,47053,11165,12186,13280,14055,14428,1200,1206,1300,1000,600,530
4843,M,High School Diploma,Married,52,20000,1.6666666666666667,4769.833333333333,412.3333333333333,3,3,3,3,-1,-1,8145,10474,10000,0,0,0,2474,0,0,0,0,0
4844,M,BSc,Married,51,240000,1.0,103737.83333333333,3809.1666666666665,1,1,1,1,1,1,98588,100545,102651,104749,106832,109062,3592,3719,3798,3821,3949,3976
4845,M,High School Diploma,Married,50,70000,3.0,43431.5,1850.0,3,3,3,3,3,3,41087,42109,43135,43924,44700,45634,2000,2000,1800,1800,1800,1700
4846,M,High School Diploma,Single,51,50000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4847,M,High School Diploma,Married,53,120000,2.3333333333333335,102415.0,6042.833333333333,1,1,3,3,3,3,88702,101498,104480,105280,106149,108381,14357,5500,4000,4100,4100,4200
4848,M,BSc,Married,61,80000,1.0,53210.166666666664,5717.166666666667,1,1,1,1,1,1,81647,65470,73855,41003,29690,27596,5500,10000,7003,4700,3600,3500
4849,M,High School Diploma,Married,52,60000,1.0,48346.666666666664,6462.5,1,1,1,1,1,1,57470,58713,60251,57251,27896,28499,2200,2500,31000,981,1035,1059
4850,M,BSc,Married,51,260000,-1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4851,M,BSc,Married,52,140000,1.8333333333333333,32733.666666666668,1283.3333333333333,2,3,1,1,3,1,31511,30705,31809,34374,33522,34481,0,1600,3100,0,1500,1500
4852,M,BSc,Married,53,280000,0.8333333333333334,64564.5,1916.6666666666667,1,1,1,1,1,0,278127,42518,31900,21342,11500,2000,1700,1500,1400,2000,2000,2900
4853,M,BSc,Married,51,80000,1.3333333333333333,604.5,332.0,3,0,3,0,1,1,1041,780,390,992,602,-178,1000,0,992,0,0,0
4854,M,MSc or PHd,Married,51,360000,1.0,347560.6666666667,12850.833333333334,1,1,1,1,1,1,346225,353200,337593,341528,350949,355869,14562,13806,12303,15005,13729,7700
4855,M,BSc,Single,52,20000,1.0,19549.0,2219.3333333333335,1,1,1,1,1,1,19626,20002,19916,18970,19790,18990,1311,3005,2000,2000,5000,0
4856,M,High School Diploma,Married,52,30000,1.6666666666666667,2265.5,870.0,2,3,3,0,1,1,3997,2522,0,1919,2658,2497,0,0,1919,2000,1100,201
4857,M,High School Diploma,Married,61,230000,0.3333333333333333,416.6666666666667,0.0,3,3,-1,-1,-1,-1,2500,0,0,0,0,0,0,0,0,0,0,0
4858,M,High School Diploma,Married,57,160000,-0.3333333333333333,-47.5,540.1666666666666,0,0,-1,-1,0,0,759,-660,-660,-660,340,596,209,0,0,1000,596,1436
4859,M,High School Diploma,Other,52,50000,-1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4860,M,MSc or PHd,Married,55,150000,3.6666666666666665,99059.66666666667,3066.6666666666665,4,4,4,4,3,3,97719,99733,97297,98496,99683,101430,4500,0,3700,3700,3500,3000
4861,M,MSc or PHd,Married,50,300000,3.0,257720.66666666666,8800.0,3,3,3,3,3,3,245193,250672,256178,260434,264114,269733,11000,11000,10000,9500,10000,1300
4862,M,MSc or PHd,Single,50,200000,0.5,1049.6666666666667,3837.8333333333335,2,0,1,0,0,0,-6676,5953,2870,390,1210,2551,16374,2392,500,1210,2551,0
4863,M,High School Diploma,Single,52,50000,0.3333333333333333,17019.0,392.8333333333333,1,1,1,1,-1,-1,50717,36507,14890,0,0,0,1357,1000,0,0,0,0
4864,M,BSc,Married,52,50000,2.1666666666666665,53059.333333333336,1501.0,2,3,3,3,1,1,50757,78196,43733,85652,29775,30243,0,5607,16,1167,1051,1165
4865,M,High School Diploma,Single,53,20000,1.0,11616.166666666666,2833.3333333333335,1,1,1,1,1,1,19165,16851,14431,9150,10100,0,3000,3000,5000,6000,0,0
4866,M,BSc,Married,57,150000,3.0,15972.833333333334,1000.0,3,3,3,3,3,3,14496,15546,16303,15744,16582,17166,1600,1300,0,1100,1000,1000
4867,M,High School Diploma,Married,57,20000,1.0,-309.5,500.0,2,3,3,-1,-1,0,1472,211,-1050,-1440,-1830,780,0,0,0,0,3000,0
4868,M,BSc,Married,55,180000,0.16666666666666666,6172.333333333333,4211.666666666667,0,0,0,0,0,1,6854,560,10600,0,9510,9510,560,10600,0,9510,0,4600
4869,M,BSc,Married,55,20000,2.5,14257.333333333334,1066.6666666666667,4,3,3,3,1,1,13139,12636,15212,14675,14835,15047,0,3100,0,700,600,2000
4870,M,BSc,Married,54,50000,3.0,39641.666666666664,1477.8333333333333,3,3,3,3,3,3,48556,49240,48647,36411,32087,22909,1804,2045,1314,1268,0,2436
4871,M,MSc or PHd,Married,54,150000,2.8333333333333335,25669.166666666668,1116.8333333333333,2,3,3,3,3,3,23959,23276,25294,26780,27143,27563,0,2400,2201,1100,1000,0
4872,M,MSc or PHd,Married,58,200000,-1.0,0.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4873,M,MSc or PHd,Married,54,360000,0.5,2218.8333333333335,2511.1666666666665,2,0,0,0,0,1,-281,2520,7508,434,2139,993,3011,7545,502,2205,5,1799
4874,F,BSc,Other,59,120000,3.0,84921.66666666667,2941.1666666666665,3,3,3,3,3,3,82172,80266,85919,86910,87893,86370,0,7898,3300,3300,0,3149
4875,F,High School Diploma,Single,26,50000,0.16666666666666666,2905.5,1350.3333333333333,1,1,1,-1,-1,0,6450,10744,0,0,0,239,4500,0,0,0,239,3363
4876,F,BSc,Single,28,110000,1.0,39168.166666666664,2166.6666666666665,1,1,1,1,1,1,35208,36619,38026,40332,41772,43052,2000,2000,3000,2000,2000,2000
4877,F,BSc,Married,27,60000,2.8333333333333335,27253.0,1366.6666666666667,2,3,3,3,3,3,25547,24838,27725,26981,28921,29506,0,3300,0,2400,1200,1300
4878,F,BSc,Single,27,50000,2.0,20696.0,1750.0,3,1,1,1,3,3,16557,17975,20366,22710,23541,23027,2000,3000,3000,1500,0,1000
4879,F,BSc,Single,29,180000,-1.0,838.8333333333334,1406.0,-1,-1,-1,-1,-1,-1,0,0,4690,0,150,193,0,4690,0,150,193,3403
4880,F,MSc or PHd,Single,24,110000,1.6666666666666667,47958.833333333336,2666.6666666666665,3,1,1,1,1,3,85123,40882,35428,39680,44097,42543,2000,2000,5000,5000,0,2000
4881,F,High School Diploma,Single,27,90000,1.5,65890.16666666667,1634.1666666666667,2,3,1,1,1,1,94699,92290,90719,39902,39200,38531,0,4183,1600,1280,1310,1432
4882,F,BSc,Single,25,360000,1.0,343934.5,12666.666666666666,1,1,1,1,1,1,354626,356006,351383,335323,332865,333404,14000,14000,12000,12000,12000,12000
4883,F,BSc,Married,26,360000,1.0,308384.8333333333,10691.166666666666,1,1,1,1,1,1,358897,357100,362900,293597,249345,228470,14245,14061,11028,8813,7900,8100
4884,F,MSc or PHd,Single,27,70000,3.0,46055.0,1966.6666666666667,3,3,3,3,3,3,43616,44597,45784,46528,47458,48347,2000,2200,1800,2000,1800,2000
4885,F,MSc or PHd,Single,28,250000,1.0,187538.83333333334,8716.666666666666,1,1,1,1,1,1,176925,179079,186166,189786,195130,198147,7000,10000,10000,10000,7300,8000
4886,F,BSc,Single,24,180000,0.8333333333333334,11250.166666666666,5492.5,1,1,1,1,0,1,8031,9269,9029,11186,23320,6666,2009,2626,3000,23320,1000,1000
4887,F,BSc,Single,29,130000,1.3333333333333333,126836.83333333333,4866.666666666667,3,1,1,1,1,1,120844,123333,126347,129249,132093,129155,4500,5000,5000,5000,4700,5000
4888,F,BSc,Single,29,30000,2.6666666666666665,21622.5,1316.6666666666667,3,3,3,3,3,1,18872,21734,21103,22939,22273,22814,3500,0,2500,0,900,1000
4889,F,BSc,Married,29,290000,1.3333333333333333,118402.16666666667,4536.0,3,1,1,1,1,1,112676,113924,116828,119857,122243,124885,4500,4630,4857,4251,4485,4493
4890,F,MSc or PHd,Single,29,260000,0.8333333333333334,9644.166666666666,1881.6666666666667,3,1,1,0,0,0,19006,19113,16376,2590,390,390,6005,1525,2590,390,390,390
4891,F,BSc,Single,28,120000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4892,F,BSc,Single,26,50000,2.1666666666666665,35595.166666666664,1274.0,2,3,3,3,3,-1,49119,44419,42521,38517,19221,19774,0,3213,1331,1000,1000,1100
4893,F,BSc,Married,24,20000,3.8333333333333335,19890.833333333332,433.3333333333333,0,5,5,4,5,4,19915,19902,19299,20686,20073,19470,600,0,2000,0,0,0
4894,F,BSc,Married,24,20000,1.6666666666666667,18613.0,1070.6666666666667,3,3,1,1,1,1,19891,15895,17140,18457,21381,18914,0,1500,1600,1646,678,1000
4895,F,BSc,Married,29,250000,0.5,24888.0,9922.666666666666,0,0,0,1,1,1,390,0,49140,32699,32949,34150,0,49140,1596,5000,2000,1800
4896,F,BSc,Single,27,60000,1.0,46557.666666666664,2383.3333333333335,1,1,1,1,1,1,57697,48934,44653,44056,42210,41796,2200,5000,2000,1500,2000,1600
4897,F,BSc,Single,39,160000,2.0,40105.0,5140.166666666667,1,1,3,3,3,1,30633,37119,36263,43481,43515,49619,7000,0,7847,1026,7000,7968
4898,F,BSc,Single,22,20000,3.0,20900.666666666668,192.66666666666666,4,5,4,3,1,1,22353,21720,21098,20334,19943,19956,0,0,0,458,463,235
4899,F,BSc,Single,22,30000,1.3333333333333333,26726.666666666668,1506.3333333333333,3,1,1,1,1,1,30324,30123,30299,27758,22720,19136,1900,1600,2000,2000,614,924
4900,F,BSc,Married,23,30000,5.0,34857.333333333336,569.3333333333334,7,6,5,5,4,3,40439,37936,36489,33971,31632,28677,0,1011,0,0,0,2405
4901,F,BSc,Single,23,30000,0.8333333333333334,632.8333333333334,349.5,3,0,0,0,1,1,729,479,859,755,755,220,483,859,755,0,0,0
4902,F,BSc,Single,22,20000,2.0,18000.833333333332,716.6666666666666,0,4,3,3,1,1,18021,17439,17466,17846,18310,18923,0,600,1000,1000,1000,700
4903,F,High School Diploma,Single,23,130000,1.1666666666666667,10984.666666666666,4453.166666666667,3,0,1,1,1,1,1330,5719,15578,19887,11659,11735,5719,10000,5000,2000,2000,2000
4904,F,BSc,Single,22,60000,3.1666666666666665,46957.0,1288.0,4,3,3,3,3,3,61558,59967,59693,39686,30077,30761,10,3616,301,2501,1300,0
4905,F,BSc,Single,23,10000,2.8333333333333335,7465.0,733.3333333333334,2,3,4,4,3,1,5699,7434,8164,7889,7614,7990,2000,1000,0,0,500,900
4906,F,High School Diploma,Single,23,30000,2.3333333333333335,28830.5,1788.3333333333333,3,3,3,1,1,3,27588,30354,29150,26731,29273,29887,3540,73,1418,4499,1200,0
4907,F,MSc or PHd,Single,22,50000,0.3333333333333333,756.0,0.0,3,3,-1,-1,-1,-1,4536,0,0,0,0,0,0,0,0,0,0,0
4908,F,BSc,Single,22,30000,2.5,12578.666666666666,953.5,0,3,3,3,3,3,11222,11738,13255,14380,14081,10796,1000,2000,1670,551,0,500
4909,F,MSc or PHd,Single,22,20000,1.8333333333333333,14126.166666666666,766.1666666666666,0,3,3,3,1,1,12831,12328,15195,14659,14642,15102,0,3077,0,524,696,300
4910,F,BSc,Single,22,60000,1.3333333333333333,32114.833333333332,1281.8333333333333,3,1,1,1,1,1,46403,34438,30920,27817,26281,26830,1544,1759,1500,940,972,976
4911,F,BSc,Single,23,20000,1.8333333333333333,16748.5,1461.1666666666667,2,3,1,1,1,3,15596,15053,15773,17102,18704,18263,0,1269,1598,2200,0,3700
4912,F,MSc or PHd,Single,25,80000,1.3333333333333333,58912.5,2390.1666666666665,3,1,1,1,1,1,69614,68836,69714,57318,46921,41072,3238,3103,3000,1800,1500,1700
4913,F,BSc,Married,22,30000,2.0,17090.166666666668,825.8333333333334,3,3,3,1,1,1,30525,28574,14220,14188,7058,7976,1725,0,1230,1000,1000,0
4914,F,BSc,Married,30,60000,1.0,60363.0,2125.0,1,1,1,1,1,1,65460,64128,62736,59133,57662,53059,2299,2232,2152,2226,1908,1933
4915,F,High School Diploma,Married,23,30000,1.8333333333333333,28026.0,1372.3333333333333,2,3,1,1,1,3,30380,25839,25963,27030,29079,29865,1,1433,1500,2500,1400,1400
4916,F,High School Diploma,Single,22,20000,4.166666666666667,1650.0,0.0,4,3,3,5,5,5,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0
4917,F,BSc,Single,25,30000,1.0,29137.333333333332,2067.0,1,1,1,1,1,1,28709,28649,29619,30224,27326,30297,1462,1589,1351,2500,4000,1500
4918,F,BSc,Single,23,50000,-0.3333333333333333,7272.333333333333,0.0,1,1,-1,-1,-1,-1,43634,0,0,0,0,0,0,0,0,0,0,0
4919,F,High School Diploma,Single,23,50000,2.0,8320.666666666666,802.1666666666666,3,3,1,1,1,3,7285,7022,7887,8898,9565,9267,0,1138,1149,816,0,1710
4920,F,BSc,Single,23,90000,1.0,71131.66666666667,2818.0,1,1,1,1,1,1,90508,89618,75342,71668,49358,50296,3432,3615,3511,2500,2000,1850
4921,F,BSc,Single,24,60000,1.0,25418.0,1545.6666666666667,1,1,1,1,1,1,28277,27295,27403,23837,23078,22618,1450,1724,1600,1000,1000,2500
4922,F,BSc,Single,24,100000,1.8333333333333333,8593.666666666666,1183.3333333333333,2,3,1,1,1,3,7127,6867,8095,9296,10241,9936,0,1500,1500,1100,0,3000
4923,F,BSc,Married,23,130000,0.0,408.0,311.5,0,0,0,0,0,0,579,1186,0,497,0,186,1186,0,497,0,186,0
4924,F,High School Diploma,Single,23,50000,1.6666666666666667,25586.0,1302.3333333333333,3,1,1,3,1,1,25046,25174,27850,27038,27465,20943,1724,3400,0,1000,900,790
4925,F,BSc,Single,23,80000,2.8333333333333335,23140.666666666668,1100.0,2,3,3,3,3,3,21775,21127,23772,23092,24806,24272,0,3000,0,2100,0,1500
4926,F,MSc or PHd,Single,24,50000,2.5,10576.333333333334,1033.3333333333333,4,3,3,3,1,1,8506,10194,10928,10456,11279,12095,2000,1200,0,1000,1000,1000
4927,F,BSc,Married,25,90000,1.3333333333333333,81658.66666666667,3316.6666666666665,3,1,1,1,1,1,90371,87525,89052,85807,68186,69011,4100,4200,3000,3000,3000,2600
4928,F,BSc,Married,25,30000,1.3333333333333333,18914.333333333332,1119.8333333333333,3,1,1,1,1,1,27458,21203,18394,19560,13035,13836,1267,1342,1508,500,1000,1102
4929,F,BSc,Single,25,70000,3.0,69194.0,2401.3333333333335,3,3,3,3,3,3,67588,68983,70691,71692,67740,68470,3100,3400,2752,0,5156,0
4930,F,BSc,Single,26,10000,2.8333333333333335,7174.666666666667,592.3333333333334,2,3,3,3,3,3,6220,5975,8104,7807,8329,6613,0,2400,0,615,0,539
4931,F,BSc,Single,24,20000,3.1666666666666665,322.0,0.0,4,3,3,3,3,3,322,322,322,322,322,322,0,0,0,0,0,0
4932,F,BSc,Single,25,140000,0.5,78674.83333333333,18176.166666666668,1,1,0,0,0,1,140286,143649,435,556,92556,94567,6500,436,621,94500,3500,3500
4933,F,BSc,Single,23,80000,1.3333333333333333,44628.333333333336,2356.5,3,1,1,1,1,1,71975,64153,47680,33336,24439,26187,3139,4000,3000,2000,2000,0
4934,F,MSc or PHd,Single,24,20000,1.0,21609.5,1513.8333333333333,1,1,1,1,1,1,20933,22202,21867,21813,21228,21614,2700,1400,1400,800,1783,1000
4935,F,BSc,Single,25,70000,2.0,21553.5,1246.6666666666667,3,1,1,1,3,3,19112,20115,20837,22986,22319,23952,1629,1351,2500,0,2000,0
4936,F,MSc or PHd,Single,23,10000,2.1666666666666665,8330.166666666666,668.6666666666666,4,3,3,1,1,1,7067,8092,7820,8824,8996,9182,1291,0,1295,467,479,480
4937,F,BSc,Single,24,30000,2.8333333333333335,26812.666666666668,1350.0,2,3,3,3,3,3,25193,24490,27474,27926,27189,28604,0,3400,1200,0,2500,1000
4938,F,BSc,Single,23,50000,0.8333333333333334,46898.5,4883.0,1,1,1,1,0,1,97259,50017,48560,46978,19640,18937,3608,2110,2558,19640,683,699
4939,F,MSc or PHd,Single,22,50000,1.6666666666666667,40731.166666666664,1079.0,3,3,1,1,1,1,50345,49245,50061,37766,29433,27537,0,1728,1730,1015,1000,1001
4940,F,MSc or PHd,Single,26,190000,1.0,145643.66666666666,8515.5,1,1,1,1,1,1,174519,179122,182680,154753,90540,92248,9000,8382,10221,10000,3000,10490
4941,F,High School Diploma,Single,24,50000,1.3333333333333333,44983.666666666664,2234.0,3,1,1,1,1,1,57396,58941,60630,53662,20229,19044,2500,3000,5064,1000,840,1000
4942,F,MSc or PHd,Single,24,50000,2.3333333333333335,43307.333333333336,1321.5,3,3,3,3,1,1,45049,43379,46097,44187,43165,37967,0,3628,8,1500,1490,1303
4943,F,BSc,Married,24,20000,1.6666666666666667,18969.333333333332,1212.0,1,1,3,1,1,3,16505,18817,18227,19632,20298,20337,2905,0,1720,1754,893,0
4944,F,BSc,Single,24,50000,1.0,35588.166666666664,8328.166666666666,1,1,1,1,1,1,48393,49405,50934,7728,8390,48679,1814,2343,1137,799,41933,1943
4945,F,BSc,Single,24,210000,-0.16666666666666666,1679.1666666666667,1512.6666666666667,0,0,0,0,0,-1,1077,7882,816,300,0,0,7960,816,300,0,0,0
4946,F,Other,Single,25,90000,-0.3333333333333333,1232.3333333333333,999.6666666666666,0,0,0,0,-1,-1,1407,4989,998,0,0,0,5000,998,0,0,0,0
4947,F,MSc or PHd,Single,24,20000,1.5,10987.0,5102.333333333333,3,0,3,1,1,1,1015,19214,15703,9914,8200,11876,19214,0,1000,0,5000,5400
4948,F,BSc,Single,25,220000,1.3333333333333333,37566.166666666664,1514.5,1,1,1,1,1,3,47588,47721,31027,31807,33966,33288,1479,1820,1600,2688,0,1500
